00_001,-9.454119907625934
00_004,-9.465429926847701
00_006,-9.473814687177612
00_005,-9.488674094358513
00_008,-9.498599209668024
00_007,-9.636270948009248
00_009,-9.466317313246241
00_012,-9.47289591358381
00_011,-9.455611938783164
00_014,-9.467995219911534
00_013,-9.45638766574079
00_015,-9.483773352489685
00_016,-9.544785454605806
01_004,-9.452925157166096
01_007,-9.478778298767105
01_006,-9.453453463352703
01_008,-9.460573545340624
01_002,-9.45344191078903
01_001,-9.488210521943573
01_004,-9.452925157166096
01_006,-9.453453463352703
01_003,-9.467489451855924
01_008,-9.460573545340624
01_005,-9.47628915018669
01_007,-9.478778298767105
02_002,-9.474882991044595
02_004,-9.451309704958772
02_003,-9.457666362305929
02_005,-9.459180656639145
02_006,-9.449973576942968
02_008,-9.46715544904208
02_007,-9.473213590772206
02_002,-9.474882991044595
02_004,-9.451309704958772
02_003,-9.457666362305929
02_006,-9.449973576942968
02_005,-9.459180656639145
02_007,-9.473213590772206
02_001,-9.455116428106818
02_008,-9.46715544904208
03_003,-9.442806398778218
03_002,-9.458874381354649
03_004,-9.45825292324472
03_005,-9.464452085091624
03_007,-9.449036841933038
03_006,-9.45523254009114
03_008,-9.453351359478813
03_003,-9.442806398778218
03_004,-9.45825292324472
03_005,-9.464452085091624
03_001,-9.456432594460983
03_006,-9.45523254009114
03_007,-9.449036841933038
03_008,-9.453351359478813
04_004,-9.452199192584231
04_003,-9.45608615716361
04_001,-9.466656931019957
04_005,-9.453913518695252
04_007,-9.449036841933038
04_008,-9.44609348682526
04_002,-9.455890864717253
04_001,-9.466656931019957
04_006,-9.459362207348091
04_004,-9.452199192584231
04_005,-9.453913518695252
04_007,-9.449036841933038
05_004,-9.44672597704222
05_001,-9.454176283277802
05_003,-9.45458332396555
05_005,-9.452402060566396
05_008,-9.451725505583978
05_006,-9.450443835272594
05_007,-9.459492723920519
05_001,-9.454176283277802
05_004,-9.44672597704222
05_003,-9.45458332396555
05_002,-9.454678261518325
05_005,-9.452402060566396
05_006,-9.450443835272594
05_008,-9.451725505583978
06_001,-9.464237201461492
06_002,-9.44718167411343
06_004,-9.449381229316863
06_005,-9.447824182307855
06_007,-9.44895090150664
06_006,-9.448262774112086
06_008,-9.452771335118493
06_001,-9.464237201461492
06_002,-9.44718167411343
06_004,-9.449381229316863
06_005,-9.447824182307855
06_003,-9.454223800843293
06_006,-9.448262774112086
06_007,-9.44895090150664
06_008,-9.452771335118493
